name,rating,rating_values,reviews,jobs,interviews
Nectar Infotel Solutions,2.8,"Job Security, Promotions / Appraisal, Company Culture",128,4,10
Ashok Iron Group,3.7,"Promotions / Appraisal, Work Satisfaction, Company Culture",127,--,8
IDA Automation,3.8,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",128,--,9
Celebi Airport Services India,4.2,"Skill Development / Learning, Job Security, Company Culture",127,--,6
Andhra Pradesh Grama/Ward Sachivalayam,4.1,"Work Life Balance, Job Security",127,--,5
Siec Education,2.8,"Promotions / Appraisal, Work Satisfaction, Job Security",127,--,11
Hitachi Solutions,3.7,Work Life Balance,127,110,5
DUKES,3.7,"Job Security, Promotions / Appraisal",127,1,7
Emtec,4.3,"Work Life Balance, Salary & Benefits, Job Security",127,--,14
Sadara Chemical Company,3.9,Salary & Benefits,127,--,2
Technians Softech,4.0,"Company Culture, Work Life Balance, Skill Development / Learning",127,33,8
INVESMATE,3.9,"Company Culture, Work Life Balance, Skill Development / Learning",127,--,11
Leonia Holistic Destination,3.7,Skill Development / Learning,127,--,3
Nala Robotics,1.8,"Job Security, Promotions / Appraisal, Salary & Benefits",127,--,5
Valu Connex Telecom Services Private,4.3,"Work Life Balance, Work Satisfaction, Company Culture",127,--,6
Planet EDU,3.3,"Promotions / Appraisal, Salary & Benefits, Job Security",127,--,12
Saya homes,3.9,"Salary & Benefits, Work Life Balance, Promotions / Appraisal",127,11,5
FBSPL- Fusion Business Solution P Limited,3.5,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",127,8,18
Hindustan Shipyard,4.1,"Work Life Balance, Company Culture, Work Satisfaction",127,--,13
Gracenote,3.4,"Work Life Balance, Company Culture",127,--,11
Hitachi MGRM Net,3.3,"Promotions / Appraisal, Company Culture, Work Satisfaction",127,--,15
IndiaCan,4.6,"Skill Development / Learning, Company Culture, Work Satisfaction",127,--,3
Sanjay Ghodawat Group,3.5,"Promotions / Appraisal, Work Satisfaction, Company Culture",127,--,5
Mangalam Drugs & Organics,3.6,Work Life Balance,127,12,4
Ind Synergy,3.9,"Work Satisfaction, Work Life Balance, Job Security",127,--,6
Indian Acrylics,3.8,"Work Life Balance, Job Security",127,--,7
Karma Ayurveda,3.8,Job Security,127,--,6
Revlon,2.6,"Promotions / Appraisal, Job Security, Company Culture",127,--,7
Same Deutz-fahr,3.8,Work Life Balance,127,--,5
Edge Telecom,3.5,"Promotions / Appraisal, Job Security, Salary & Benefits",127,--,7
Kion India,3.6,"Work Satisfaction, Promotions / Appraisal, Skill Development / Learning",127,2,13
Mahalakshmi Profiles Private Limited,3.6,"Job Security, Promotions / Appraisal, Company Culture",127,4,15
Kruger Ventilation Industries,3.3,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",127,5,7
Indian Potash,3.7,Job Security,127,--,6
Supreme Petrochem,3.9,"Job Security, Work Life Balance",127,--,6
Axis Clinicals,4.1,"Job Security, Work Life Balance, Work Satisfaction",127,9,7
Kiran Motors,3.7,"Promotions / Appraisal, Company Culture, Job Security",127,3,2
Lot Mobiles,3.5,"Promotions / Appraisal, Work Life Balance, Job Security",127,1,4
Maharashtra Natural GAS,3.3,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",127,--,7
GlobeGround India,3.7,"Job Security, Skill Development / Learning",127,1,8
Vishakha Glass,4.0,"Job Security, Salary & Benefits",127,--,13
Seeds Fincap,3.5,"Company Culture, Work Satisfaction, Work Life Balance",127,1,6
Sterling Accuris Wellness,4.1,"Job Security, Work Life Balance, Company Culture",127,5,6
HP ADHESIVES,4.1,"Salary & Benefits, Work Life Balance, Company Culture",127,1,7
Orris Infrastructure,4.0,"Salary & Benefits, Work Life Balance, Work Satisfaction",127,2,10
Hindustan Shipyard,4.1,"Work Life Balance, Company Culture, Work Satisfaction",127,--,13
Vishakha Glass,4.0,"Job Security, Salary & Benefits",127,--,13
Seeds Fincap,3.5,"Company Culture, Work Satisfaction, Work Life Balance",127,1,6
IVY SOFTWARE DEVELOPMENT SERVICES,3.8,"Work Life Balance, Company Culture",127,--,19
Gulshan Homz,4.2,"Work Life Balance, Salary & Benefits, Company Culture",127,3,8
Wings Pharmaceuticals,3.2,"Job Security, Promotions / Appraisal, Company Culture",127,4,14
Facile Services,2.9,"Job Security, Promotions / Appraisal, Work Life Balance",127,4,15
DavaIndia,3.6,Salary & Benefits,141,--,13
Geeklurn,3.6,Na,127,--,5
HireRight,3.6,Salary & Benefits,127,4,4
Bigshare Services,3.0,"Promotions / Appraisal, Company Culture, Work Satisfaction",127,3,55
Shantha Biotechnics,4.8,"Skill Development / Learning, Work Satisfaction, Work Life Balance",127,--,3
Marvell,3.7,"Work Life Balance, Salary & Benefits",127,59,13
Saasguru,2.0,"Salary & Benefits, Work Satisfaction, Job Security",127,10,2
ATPI,3.8,"Job Security, Work Life Balance",127,20,8
Ata Freight Line,3.4,"Job Security, Promotions / Appraisal, Skill Development / Learning",126,2,20
Tide Water Oil,3.8,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",126,--,3
Wipro Insurance Solutions,3.5,Job Security,126,--,9
AstraGen,3.7,"Skill Development / Learning, Work Satisfaction, Salary & Benefits",126,--,17
ANY Graphics,3.7,Na,126,--,28
Swarovski India,4.0,"Work Life Balance, Skill Development / Learning, Salary & Benefits",126,15,8
INVENTIVE SOFTWARE SOLUTIONS,3.8,"Promotions / Appraisal, Salary & Benefits",126,164,10
Retailio,3.8,"Salary & Benefits, Work Life Balance",126,2,8
Bikayi,2.8,"Job Security, Work Satisfaction, Company Culture",126,--,10
Ruban Memorial Hospital,3.9,"Skill Development / Learning, Company Culture, Work Life Balance",126,4,12
Anmol Biscuits,4.3,"Company Culture, Work Satisfaction, Job Security",126,--,7
QO BOX,4.6,"Skill Development / Learning, Company Culture, Work Satisfaction",126,--,6
Lectrix Ev,3.7,"Promotions / Appraisal, Job Security, Work Satisfaction",126,--,15
Rahman Industries,3.6,Job Security,126,1,7
Techila Global Services,3.9,"Company Culture, Work Life Balance",126,6,17
Insurance Company,4.1,"Skill Development / Learning, Company Culture, Work Life Balance",126,--,7
Naresh Kumar & Co.,4.2,"Company Culture, Work Life Balance, Work Satisfaction",126,--,4
Rashi Peripherals,3.7,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",126,--,6
Avvashya Cci Logistics,3.6,"Promotions / Appraisal, Skill Development / Learning, Company Culture",126,--,8
IG Infotech India,3.0,"Job Security, Promotions / Appraisal, Skill Development / Learning",126,4,13
G.S.E.C,3.1,"Promotions / Appraisal, Job Security, Skill Development / Learning",125,--,2
Kimia Biosciences Limited,3.6,"Promotions / Appraisal, Job Security, Company Culture",126,6,8
Gj Solutions,3.5,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",126,--,7
Minosha,4.0,"Work Life Balance, Company Culture, Salary & Benefits",126,--,5
Vogo Automotive,4.0,"Job Security, Promotions / Appraisal",126,--,7
ABIL Group,4.3,"Work Life Balance, Company Culture, Job Security",126,1,13
Gojavas,4.7,"Company Culture, Work Satisfaction, Work Life Balance",126,--,--
John Distilleries,3.8,"Promotions / Appraisal, Salary & Benefits",126,--,5
Vhb Medi Sciences,3.3,"Promotions / Appraisal, Company Culture, Job Security",126,--,7
Vkl Seasoning,3.8,"Promotions / Appraisal, Skill Development / Learning, Work Life Balance",126,--,3
Techila Global Services,3.9,"Company Culture, Work Life Balance",126,6,17
Rahman Industries,3.6,Job Security,126,1,7
eNTrust Software & Services,3.5,Job Security,127,--,15
AIT Global,3.4,"Job Security, Promotions / Appraisal, Work Satisfaction",126,11,13
Inadev,3.2,"Promotions / Appraisal, Job Security, Work Life Balance",126,19,10
Mochiko Shoes,3.6,Job Security,127,--,3
Duroply Industries,3.9,"Work Life Balance, Salary & Benefits",126,4,15
Bizmatics India,3.3,"Promotions / Appraisal, Skill Development / Learning, Company Culture",126,2,9
Insurance Company,4.1,"Skill Development / Learning, Company Culture, Work Life Balance",126,--,7
Mantle Solutions,3.3,Job Security,126,15,8
Rockwell Industries,3.6,Work Life Balance,126,1,13
Megha Fruit Processing,3.7,"Promotions / Appraisal, Job Security, Skill Development / Learning",125,3,9
Pratiti Technologies,3.7,Skill Development / Learning,126,21,33
Chemspec Chemicals,3.5,"Job Security, Company Culture, Promotions / Appraisal",127,2,7
Stellapps Technologies,3.9,Work Life Balance,126,1,5
Ice Mortgage Technology,3.3,"Promotions / Appraisal, Skill Development / Learning, Company Culture",126,--,14
RPG Group,3.5,Work Life Balance,126,--,12
Garuda Aerospace,3.4,"Job Security, Company Culture, Work Life Balance",126,--,14
OCS Services,4.5,"Company Culture, Work Life Balance, Work Satisfaction",126,2,6
P&R Infraprojects,3.7,Skill Development / Learning,126,--,3
Gigmo Solutions,3.9,"Work Life Balance, Skill Development / Learning, Salary & Benefits",126,8,9
Eye7 Chaudhary Eye Centre,3.0,"Company Culture, Job Security, Promotions / Appraisal",126,7,9
Chargebee,3.7,"Salary & Benefits, Company Culture, Work Life Balance",126,4,17
Rajagiri Hospital,4.1,"Skill Development / Learning, Company Culture, Job Security",126,34,5
Paramount Products,4.2,"Skill Development / Learning, Salary & Benefits, Company Culture",126,1,7
Bansal Group,3.5,"Job Security, Promotions / Appraisal, Company Culture",126,--,9
Daelim Industrial Co.,4.8,"Company Culture, Skill Development / Learning, Promotions / Appraisal",126,--,4
Aapna Infotech,4.3,"Company Culture, Work Life Balance, Skill Development / Learning",126,14,17
Signals & Systems (India) Private Limited,3.8,Job Security,127,32,8
Fairmont Hotels & Resorts,3.5,"Work Life Balance, Work Satisfaction, Promotions / Appraisal",126,54,8
Hicool Electronic Industries,4.1,"Company Culture, Skill Development / Learning, Work Life Balance",126,1,13
Golden Tulip Hotels,3.3,"Company Culture, Work Satisfaction, Job Security",126,--,7
Fia Technology Services,3.5,"Job Security, Promotions / Appraisal, Work Satisfaction",126,1,13
Spardha School of Music,4.4,"Company Culture, Work Life Balance, Work Satisfaction",126,--,32
Argl,4.1,"Work Life Balance, Skill Development / Learning, Company Culture",126,--,6
Sinclus Engineering Consulting,4.2,"Work Life Balance, Company Culture, Salary & Benefits",126,--,11
Growel Softech,2.6,"Promotions / Appraisal, Job Security, Salary & Benefits",126,--,5
Dsm Shared Services India,4.0,"Work Life Balance, Company Culture, Work Satisfaction",126,32,2
Equinix,3.1,Salary & Benefits,127,47,10
AXA,3.8,"Work Life Balance, Company Culture, Job Security",125,--,18
Jupiter Money,2.5,"Job Security, Promotions / Appraisal, Company Culture",125,--,34
Vandhana International,3.6,Salary & Benefits,125,5,18
Marino Food Products,4.0,Work Life Balance,127,--,8
Oriental Consultants India Pvt Ltd,4.0,"Work Life Balance, Salary & Benefits, Company Culture",125,54,1
Sarda Metals & Alloys,4.1,"Job Security, Work Life Balance, Company Culture",125,--,12
LNJ Bhilwara Group,3.8,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",125,--,7
Intelegencia,3.3,"Promotions / Appraisal, Skill Development / Learning, Job Security",125,5,11
Holcim Global Hub Business Services,4.2,"Company Culture, Work Life Balance, Job Security",125,14,13
Inspace Technologies,3.9,"Work Life Balance, Job Security",125,1,6
Cheers Interactive,3.1,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",125,--,9
cloudEQ,3.3,"Job Security, Promotions / Appraisal, Work Satisfaction",125,3,21
ICSIL,3.1,"Promotions / Appraisal, Job Security, Salary & Benefits",125,--,6
SATTRIX Information Security,2.9,"Company Culture, Promotions / Appraisal, Salary & Benefits",125,--,14
Great Champ Technology Limited,3.0,"Job Security, Promotions / Appraisal, Skill Development / Learning",125,1,5
PAVIT CERAMICS ( P),3.5,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",125,--,5
House of Beauty,3.7,Na,125,--,8
CORNITOS,4.2,"Salary & Benefits, Company Culture, Work Life Balance",125,12,14
Mangalam Information Technolgies,3.3,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",125,8,7
Sahara India Financial Corporation,3.9,"Job Security, Promotions / Appraisal, Salary & Benefits",125,--,--
Cerence,3.1,"Job Security, Promotions / Appraisal, Skill Development / Learning",125,4,18
Abhijeet Group,3.9,"Work Satisfaction, Skill Development / Learning, Work Life Balance",125,--,9
Scholastic,4.1,"Work Life Balance, Company Culture",125,--,4
Dhanlaxmi Bank,4.2,"Job Security, Work Life Balance, Company Culture",125,--,2
Nahar Spinning Mills,4.1,"Job Security, Work Life Balance, Work Satisfaction",125,--,6
Dr. Rela Institute & Medical Centre,4.2,"Company Culture, Skill Development / Learning, Job Security",125,6,7
Dasnac,4.7,"Work Life Balance, Work Satisfaction, Salary & Benefits",125,--,13
Multitex Filtration Engineers,3.5,"Salary & Benefits, Company Culture, Promotions / Appraisal",125,--,6
Paras Buildtech,3.4,"Job Security, Promotions / Appraisal, Company Culture",125,--,9
Aravind Eye Hospital,4.2,"Company Culture, Work Satisfaction, Job Security",126,6,2
Bansal Wire Industries,3.6,"Promotions / Appraisal, Company Culture, Work Life Balance",125,--,8
Smile Electronics,3.6,"Company Culture, Promotions / Appraisal, Salary & Benefits",125,--,4
ESRI India Technologies,3.9,"Work Life Balance, Company Culture, Job Security",125,4,8
RFCL,3.6,"Job Security, Work Life Balance",125,--,13
Emonics,3.5,"Job Security, Promotions / Appraisal, Company Culture",123,--,17
Ghaziabad Precision Products,3.6,"Job Security, Company Culture, Work Life Balance",125,--,7
MK TRON Autoparts,3.4,"Company Culture, Promotions / Appraisal, Job Security",125,--,10
Shalimar Group,4.1,Job Security,125,5,3
MAJID AL FUTTAIM RETAIL,3.4,"Promotions / Appraisal, Job Security, Skill Development / Learning",126,4,10
Junomoneta Finsol,2.8,"Promotions / Appraisal, Job Security, Company Culture",125,4,9
ISKCON,3.7,"Company Culture, Work Life Balance",128,23,3
Government Polytechnic Nagpur,3.9,Work Life Balance,125,6,4
Redington Gulf,3.8,"Job Security, Skill Development / Learning",125,--,9
SURYA INTERNATIONAL ENTERPRISE,3.9,"Company Culture, Work Life Balance, Job Security",125,67,12
Comau,3.5,"Promotions / Appraisal, Company Culture, Work Satisfaction",125,2,3
D2K Technologies India,2.4,"Company Culture, Job Security, Promotions / Appraisal",125,14,14
20 Microns,4.0,"Work Life Balance, Job Security, Salary & Benefits",125,31,6
Life Care Logistic,3.6,"Promotions / Appraisal, Company Culture, Job Security",125,1,8
FinAdvantage,3.9,Job Security,125,39,10
Doosan Bobcat India,3.9,"Promotions / Appraisal, Job Security",125,6,8
Lion Services,3.8,Promotions / Appraisal,125,11,7
Valtech India Systems,3.9,"Job Security, Company Culture, Work Life Balance",125,6,7
Dar Group,3.3,Job Security,125,16,10
Central ParK,4.0,"Salary & Benefits, Work Life Balance, Work Satisfaction",125,1,5
Dentcare Dental Lab,3.8,Job Security,125,4,11
AlgoLeap Technologies,4.4,"Company Culture, Work Life Balance, Work Satisfaction",125,143,27
Accubits Technologies,3.1,"Job Security, Promotions / Appraisal, Work Satisfaction",125,--,16
PlasmaGen Biosciences,3.7,"Company Culture, Promotions / Appraisal",125,--,6
Smart IMS,3.9,"Work Life Balance, Salary & Benefits, Company Culture",125,13,29
SBM Offshore,4.3,"Work Life Balance, Company Culture, Job Security",125,99,15
River Mobility,3.9,"Work Life Balance, Salary & Benefits",126,2,7
Lloyds Engineering Works Limited,4.2,"Job Security, Work Life Balance, Company Culture",125,19,10
Rare Rabbit,3.5,"Promotions / Appraisal, Job Security, Company Culture",125,--,7
Keya Foods International Private Limited,4.0,"Company Culture, Work Life Balance, Salary & Benefits",125,2,3
Tumbledry Solutions,3.8,Job Security,125,1,6
NETPLUS Broadband Services,3.7,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",125,2,7
Digitide,3.2,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",125,7,13
Wishup,4.1,"Work Life Balance, Skill Development / Learning, Work Satisfaction",125,37,29
Bar Code India,3.5,"Promotions / Appraisal, Job Security, Skill Development / Learning",125,13,10
Robinhood Insurance Broker Limited,3.7,"Promotions / Appraisal, Work Satisfaction",125,17,5
Aditya Vision,4.0,"Skill Development / Learning, Work Life Balance",125,15,12
Zopsmart Technology,3.2,"Promotions / Appraisal, Company Culture, Work Satisfaction",125,3,56
Oaknet Healthcare,3.7,"Job Security, Company Culture, Work Satisfaction",124,--,6
Shri Ram ComSoft Pvt Ltd - SRCOMSOFT,3.1,"Promotions / Appraisal, Job Security, Salary & Benefits",124,--,7
Eaton Industrial Systems,4.5,"Company Culture, Work Life Balance, Skill Development / Learning",124,--,5
Zieta Technologies,3.4,Skill Development / Learning,124,--,6
Nethues Technologies,3.3,"Job Security, Promotions / Appraisal, Company Culture",124,8,10
T & T Infra,3.9,"Job Security, Skill Development / Learning",124,--,7
Indian Institute of Science Education and Research,3.7,"Job Security, Promotions / Appraisal, Company Culture",124,--,6
InnoEye Technologies,3.1,"Work Life Balance, Company Culture, Work Satisfaction",124,--,6
Wicked Ride Adventures,4.1,"Company Culture, Work Life Balance, Skill Development / Learning",124,--,1
R.k.industries,3.7,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",124,--,2
INFAC,3.7,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",124,--,4
Tata Motors Insurance Broking And Advisory Services,4.0,"Job Security, Company Culture, Work Life Balance",124,--,6
Radiant Guard Services Pvt. Ltd. - India,4.9,"Work Life Balance, Work Satisfaction, Skill Development / Learning",124,1,23
Continuum Global Solutions,3.6,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",124,4,10
MAP Systems,2.8,"Promotions / Appraisal, Salary & Benefits, Company Culture",124,2,12
Abacus Staffing & Services,3.1,"Job Security, Promotions / Appraisal, Skill Development / Learning",124,1,7
Jai Raj Ispat,3.5,"Promotions / Appraisal, Company Culture",124,--,14
PPS International,3.7,"Skill Development / Learning, Job Security, Promotions / Appraisal",124,2,12
Baker Gauges,3.7,"Promotions / Appraisal, Salary & Benefits, Company Culture",124,--,4
Njs Engineers India,4.3,"Work Life Balance, Job Security, Company Culture",124,--,6
Skillventory,3.9,"Job Security, Work Life Balance, Company Culture",124,11,10
Schiller Healthcare India,3.7,"Work Life Balance, Job Security",124,9,8
Dayanand Medical College & Hospital,3.5,"Promotions / Appraisal, Company Culture, Work Life Balance",124,1,4
Pan Seeds,3.7,Skill Development / Learning,124,2,14
Welcomhotel By ITC Hotels,4.2,"Work Life Balance, Company Culture, Job Security",124,--,6
Integrated Cleanroom Technologies,4.0,"Job Security, Company Culture, Work Life Balance",124,4,2
Object Frontier Software,3.8,"Company Culture, Job Security, Skill Development / Learning",124,--,7
ARTEMIS HEALTH CARE,4.2,"Work Life Balance, Work Satisfaction, Job Security",124,--,1
Paharpur 3P,4.1,"Job Security, Company Culture, Work Life Balance",124,2,10
Tilaknagar Industries Ltd.,4.1,"Work Life Balance, Job Security, Salary & Benefits",124,--,11
Cxc Infotech,3.3,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",125,1,6
Lineomatic Industries Pvt. Ltd.,3.7,Salary & Benefits,124,2,11
Tokai Rika Minda,3.5,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",124,--,8
Enrich Agro Food Products,3.7,"Promotions / Appraisal, Company Culture, Work Satisfaction",124,--,8
Cartrade.com,3.8,Company Culture,124,4,12
Apex Kidney Care,4.0,"Skill Development / Learning, Job Security",126,4,9
Tara Consultancy Services,2.8,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",124,--,18
Food Service India,4.1,"Salary & Benefits, Company Culture, Work Life Balance",124,--,5
Ganga Medical Centre & Hospitals,4.3,"Work Satisfaction, Skill Development / Learning, Job Security",124,--,9
Dembla Valves,3.8,Job Security,124,4,9
Korn Ferry,3.2,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",124,--,18
Amol Pharmaceuticals,3.9,"Work Life Balance, Salary & Benefits, Company Culture",124,--,4
Sangam Dairy,4.1,"Job Security, Work Life Balance, Company Culture",124,3,10
GLOBALFOUNDRIES,3.4,"Promotions / Appraisal, Job Security, Work Satisfaction",124,132,18
Advatix,3.0,"Promotions / Appraisal, Company Culture, Work Satisfaction",124,2,23
Bizbox Publishing,2.9,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",124,3,11
Hubert Enviro Care Systems,2.9,"Company Culture, Work Satisfaction, Job Security",124,25,10
Consern Pharma Limited,4.5,"Company Culture, Job Security, Work Life Balance",124,2,14
Yamaha Motors Solutions,3.1,"Work Satisfaction, Promotions / Appraisal, Skill Development / Learning",124,55,18
Amplifon,4.0,"Work Life Balance, Work Satisfaction, Salary & Benefits",124,--,8
Cococart Ventures,3.5,"Promotions / Appraisal, Company Culture, Salary & Benefits",124,3,9
Believe Cosmetics,3.2,"Job Security, Work Satisfaction, Promotions / Appraisal",124,--,13
SVP Hospital,4.0,"Skill Development / Learning, Work Life Balance",124,--,8
Xerago,3.1,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",124,60,11
Phreesia,2.4,"Promotions / Appraisal, Job Security, Skill Development / Learning",124,--,11
C2L BIZ,3.2,Job Security,124,7,11
Delhi Public School Ghaziabad Society,3.3,"Promotions / Appraisal, Company Culture, Job Security",124,13,11
Jain Amar,2.9,"Promotions / Appraisal, Salary & Benefits, Company Culture",123,2,7
Hager Electro,3.0,"Company Culture, Promotions / Appraisal, Work Satisfaction",123,7,9
Vishnu Solutions,3.7,"Promotions / Appraisal, Company Culture, Salary & Benefits",123,--,6
Devon Software Services,4.0,"Company Culture, Work Life Balance, Skill Development / Learning",123,8,15
Sai Construction,3.4,"Salary & Benefits, Company Culture, Job Security",123,16,8
Volansys Technologies,3.1,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",123,5,14
Prayagh Nutri Products,4.1,"Work Life Balance, Company Culture, Job Security",123,--,7
Acent High Soft Technologies,4.9,"Work Satisfaction, Job Security, Company Culture",123,--,4
FirstMeridian Business Services,3.7,"Promotions / Appraisal, Job Security, Company Culture",123,--,5
Encalm Hospitality,3.9,"Work Life Balance, Job Security, Company Culture",133,12,15
CamelQ Software Solutions,4.2,"Company Culture, Work Life Balance, Job Security",123,--,52
Linamar,3.6,"Promotions / Appraisal, Company Culture, Work Life Balance",123,--,7
Local Company,3.9,"Company Culture, Work Life Balance, Work Satisfaction",123,--,13
Alstrong Enterprises,4.2,"Work Life Balance, Company Culture, Work Satisfaction",123,1,6
Odisha Power Transmission Corporation,4.3,"Job Security, Company Culture, Work Life Balance",123,--,7
Paytm Mall,3.6,"Job Security, Promotions / Appraisal, Company Culture",123,--,7
Radiant Enterprise,3.6,"Promotions / Appraisal, Work Satisfaction",123,3,3
Acme Solar Energy,4.4,"Salary & Benefits, Work Life Balance, Work Satisfaction",123,--,10
Jayabheri Automotives,3.8,"Promotions / Appraisal, Salary & Benefits",123,12,4
Floating Numbers Digital Solutions,3.2,"Promotions / Appraisal, Salary & Benefits, Company Culture",123,--,7
PGEIN,3.5,Salary & Benefits,123,--,5
Amwaj Catering Services,3.8,"Promotions / Appraisal, Job Security, Company Culture",123,--,7
TechNova Imaging Systems,4.1,"Company Culture, Job Security, Work Life Balance",123,1,9
Uk Realty,3.8,"Salary & Benefits, Skill Development / Learning",123,6,23
Xome,4.2,"Work Life Balance, Company Culture, Job Security",123,--,14
Cambridge Technology Enterprises,3.2,"Promotions / Appraisal, Job Security, Salary & Benefits",123,10,6
KW Group,4.0,"Salary & Benefits, Job Security",123,--,12
Funskool India,3.9,Job Security,123,--,6
KW Group,4.0,"Salary & Benefits, Job Security",123,--,12
Linamar,3.6,"Promotions / Appraisal, Company Culture, Work Life Balance",123,--,7
CamelQ Software Solutions,4.2,"Company Culture, Work Life Balance, Job Security",123,--,52
Aryan International,3.2,"Promotions / Appraisal, Job Security, Company Culture",123,--,4
Merck Specialities,4.1,"Work Life Balance, Skill Development / Learning, Company Culture",123,--,6
Jaypee Infratech,4.0,"Work Life Balance, Company Culture, Job Security",123,5,13
Krishna Enterprises,4.0,"Skill Development / Learning, Company Culture, Work Life Balance",123,--,8
Manali Petrochemicals,3.5,"Company Culture, Promotions / Appraisal, Salary & Benefits",123,2,13
BL Lifesciences,3.2,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",123,--,9
Local Company,3.9,"Company Culture, Work Life Balance, Work Satisfaction",123,--,13
Axtel Industries,3.9,"Job Security, Company Culture",123,2,10
Elancer It Solutions,3.5,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",123,1,8
Bubugao Communication,4.2,"Company Culture, Skill Development / Learning, Work Life Balance",123,--,2
Esyasoft,4.3,"Work Satisfaction, Job Security, Company Culture",123,--,41
Gromax Agri Equipment,3.7,Salary & Benefits,123,--,7
Nestor Pharmaceuticals,3.0,"Job Security, Promotions / Appraisal, Skill Development / Learning",123,--,10
Fourth Dimension Technologies,3.5,"Promotions / Appraisal, Salary & Benefits, Company Culture",123,11,13
Beroe Inc,4.3,"Work Life Balance, Job Security, Company Culture",123,6,12
Coloplast,3.3,Salary & Benefits,123,--,10
QR Crypher,4.2,"Company Culture, Work Life Balance, Work Satisfaction",123,--,2
Nestor Pharmaceuticals,3.0,"Job Security, Promotions / Appraisal, Skill Development / Learning",123,--,10
Esyasoft,4.3,"Work Satisfaction, Job Security, Company Culture",123,--,41
Gromax Agri Equipment,3.7,Salary & Benefits,123,--,7
Bubugao Communication,4.2,"Company Culture, Skill Development / Learning, Work Life Balance",123,--,2
Beroe Inc,4.3,"Work Life Balance, Job Security, Company Culture",123,6,12
Coloplast,3.3,Salary & Benefits,123,--,10
Full Creative,3.4,Skill Development / Learning,123,5,45
HyTech Professionals,3.5,Work Life Balance,123,11,8
Clinic Dermatech,3.1,"Job Security, Promotions / Appraisal, Salary & Benefits",123,11,2
AL JABER GROUP,3.2,"Company Culture, Promotions / Appraisal, Skill Development / Learning",123,--,7
Kalpataru International,3.9,Salary & Benefits,123,9,9
Consolidated Analytics,4.0,"Company Culture, Work Satisfaction, Job Security",123,6,19
IIDE - The Digital School,3.9,"Skill Development / Learning, Company Culture, Work Satisfaction",123,38,28
Mylab Discovery Solutions,3.0,"Job Security, Promotions / Appraisal, Salary & Benefits",123,--,13
Nuvama Wealth Management,3.5,"Work Satisfaction, Promotions / Appraisal, Company Culture",125,--,11
spocto Solutions,3.6,"Promotions / Appraisal, Work Satisfaction, Job Security",123,--,7
Gedu Services Private Limited,3.5,"Job Security, Promotions / Appraisal, Company Culture",123,33,34
Envirocare Labs,3.9,"Skill Development / Learning, Work Satisfaction, Job Security",123,4,19
Pune Institute of Business Management,2.8,"Promotions / Appraisal, Company Culture, Work Life Balance",123,4,10
Infrabeat Technologies,3.8,Promotions / Appraisal,122,15,6
Forever New,4.1,"Job Security, Skill Development / Learning, Company Culture",122,5,9
Infinity Fincorp Solutions,4.3,"Work Life Balance, Company Culture, Work Satisfaction",122,--,4
Galacon Infrastructure and Projects,3.3,"Job Security, Promotions / Appraisal, Salary & Benefits",122,--,8
LIC Mutual Fund,3.5,Work Life Balance,122,8,7
AKGVG & Associates,3.3,"Promotions / Appraisal, Salary & Benefits, Company Culture",122,6,19
BetterPlace Select,4.1,"Company Culture, Work Satisfaction, Salary & Benefits",122,--,11
Maaden Phosphate Company,4.3,"Company Culture, Salary & Benefits, Work Life Balance",122,--,11
INFOCRUNCH ANALYTICS,3.2,Salary & Benefits,121,1,9
Celebrity Cruises,4.3,"Salary & Benefits, Company Culture, Skill Development / Learning",122,--,4
Gmr Aero Technic,4.2,"Job Security, Skill Development / Learning, Work Satisfaction",122,--,3
Airworks,3.7,Job Security,122,7,6
Site Engineering,4.2,"Work Life Balance, Work Satisfaction, Skill Development / Learning",122,--,8
TeamLease Staffing Solutions,3.3,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",122,--,10
